time,"Lat: 28.5000, Lon: 77.5000"
2024-01-01,15.566903114318848
2024-01-02,14.12095832824707
2024-01-03,15.176105499267578
2024-01-04,14.03830337524414
2024-01-05,13.810903549194336
2024-01-06,15.541403770446777
2024-01-07,15.44297981262207
2024-01-08,14.188024520874023
2024-01-09,14.103514671325684
2024-01-10,14.903243064880371
2024-01-11,16.088603973388672
2024-01-12,15.730500221252441
2024-01-13,17.26215171813965
2024-01-14,17.21865463256836
2024-01-15,16.692689895629883
2024-01-16,15.174033164978027
2024-01-17,15.116752624511719
2024-01-18,15.25472640991211
2024-01-19,12.888016700744629
2024-01-20,15.233278274536133
2024-01-21,14.346440315246582
2024-01-22,14.441205024719238
2024-01-23,14.63093376159668
2024-01-24,14.548164367675781
2024-01-25,16.71707534790039
2024-01-26,19.416118621826172
2024-01-27,23.36819839477539
2024-01-28,17.620529174804688
2024-01-29,21.026229858398438
2024-01-30,19.547788619995117
2024-01-31,19.529998779296875
2024-02-01,18.826805114746094
2024-02-02,20.358963012695312
2024-02-03,21.520099639892578
2024-02-04,19.057735443115234
2024-02-05,19.542207717895508
2024-02-06,19.874555587768555
2024-02-07,20.151702880859375
2024-02-08,22.49477195739746
2024-02-09,23.92609977722168
2024-02-10,24.09726333618164
2024-02-11,24.760807037353516
2024-02-12,23.655029296875
2024-02-13,24.086400985717773
2024-02-14,24.977336883544922
2024-02-15,26.141077041625977
2024-02-16,26.685537338256836
2024-02-17,26.903133392333984
2024-02-18,27.474977493286133
2024-02-19,26.99549102783203
2024-02-20,26.6571102142334
2024-02-21,25.054275512695312
2024-02-22,25.167383193969727
2024-02-23,24.988380432128906
2024-02-24,24.628114700317383
2024-02-25,24.95343017578125
2024-02-26,24.70327377319336
2024-02-27,22.930580139160156
2024-02-28,25.02752113342285
2024-02-29,27.241676330566406
2024-03-01,26.443933486938477
2024-03-02,24.48763084411621
2024-03-03,22.009279251098633
2024-03-04,22.89809799194336
2024-03-05,22.74532699584961
2024-03-06,23.900283813476562
2024-03-07,26.64879035949707
2024-03-08,26.919567108154297
2024-03-09,27.335229873657227
2024-03-10,28.418216705322266
2024-03-11,30.48468780517578
2024-03-12,30.53834342956543
2024-03-13,29.79631805419922
2024-03-14,30.035465240478516
2024-03-15,28.963777542114258
2024-03-16,29.480154037475586
2024-03-17,29.808496475219727
2024-03-18,30.547773361206055
2024-03-19,30.303159713745117
2024-03-20,32.22283935546875
2024-03-21,28.734390258789062
2024-03-22,31.431835174560547
2024-03-23,32.278202056884766
2024-03-24,29.094728469848633
2024-03-25,32.106170654296875
2024-03-26,33.18727493286133
2024-03-27,34.983726501464844
2024-03-28,35.94938659667969
2024-03-29,36.25244140625
2024-03-30,34.75601577758789
2024-03-31,35.31325149536133
2024-04-01,32.59749221801758
2024-04-02,33.60209655761719
2024-04-03,36.48463821411133
2024-04-04,36.57596206665039
2024-04-05,36.41920852661133
2024-04-06,35.867366790771484
2024-04-07,36.567264556884766
2024-04-08,37.34950256347656
2024-04-09,37.92684555053711
2024-04-10,38.226280212402344
2024-04-11,37.962493896484375
2024-04-12,39.062339782714844
2024-04-13,37.12721633911133
2024-04-14,33.954952239990234
2024-04-15,35.184844970703125
2024-04-16,36.54579544067383
2024-04-17,37.01387405395508
2024-04-18,38.970184326171875
2024-04-19,39.24247741699219
2024-04-20,37.078975677490234
2024-04-21,37.83354187011719
2024-04-22,38.523468017578125
2024-04-23,36.83224868774414
2024-04-24,38.091861724853516
2024-04-25,39.577938079833984
2024-04-26,41.78571319580078
2024-04-27,38.722259521484375
2024-04-28,38.69418716430664
2024-04-29,37.22796630859375
2024-04-30,37.72941970825195
2024-05-01,34.45069885253906
2024-05-02,36.54037857055664
2024-05-03,39.30445098876953
2024-05-04,41.48524856567383
2024-05-05,42.02593994140625
2024-05-06,42.16591262817383
2024-05-07,41.681800842285156
2024-05-08,38.97240447998047
2024-05-09,37.78212356567383
2024-05-10,38.62773895263672
2024-05-11,37.7493896484375
2024-05-12,39.57450866699219
2024-05-13,39.98237228393555
2024-05-14,40.76639175415039
2024-05-15,41.908477783203125
2024-05-16,42.4218635559082
2024-05-17,44.07139587402344
2024-05-18,44.2525520324707
2024-05-19,44.97956466674805
2024-05-20,44.020286560058594
2024-05-21,42.209049224853516
2024-05-22,41.137046813964844
2024-05-23,40.19950866699219
2024-05-24,41.15043640136719
2024-05-25,43.54515838623047
2024-05-26,44.929176330566406
2024-05-27,45.10328674316406
